iter	Passed	Remaining
478	672	731
479	673	729
480	679	733
481	681	732
482	683	731
483	684	730
484	686	728
485	687	726
486	688	725
487	690	724
488	691	723
489	692	721
490	693	719
491	694	717
492	696	715
493	698	715
494	700	714
495	701	713
496	703	712
497	708	713
498	709	712
499	714	714
500	716	713
501	718	712
502	721	713
503	722	711
504	723	709
505	725	707
506	728	708
507	729	706
508	730	704
509	732	703
510	734	702
511	736	702
512	738	700
513	738	698
514	740	696
515	742	696
516	745	696
517	746	694
518	748	693
519	751	693
520	752	691
521	754	690
522	755	688
523	756	687
524	757	685
525	758	683
526	759	681
527	760	680
528	764	680
529	766	679
530	767	677
531	768	675
532	769	673
533	770	671
534	770	670
535	771	668
536	772	666
537	773	664
538	774	662
539	775	660
540	777	659
541	779	658
542	780	656
543	780	654
544	782	652
545	782	651
546	783	649
547	784	647
548	785	645
549	786	643
550	787	641
551	788	639
552	789	638
553	795	640
554	796	638
555	797	636
556	798	635
557	800	633
558	800	631
559	801	629
560	802	628
561	803	626
562	804	624
563	805	622
564	808	622
565	809	620
566	810	618
567	811	617
568	812	615
569	813	613
570	814	611
571	815	609
572	816	608
573	817	606
574	818	605
575	820	603
576	821	602
577	822	600
578	823	598
579	824	596
580	825	595
581	826	593
582	826	591
583	827	589
584	828	588
585	829	586
586	830	584
587	831	582
588	832	580
589	833	578
590	833	577
591	836	576
592	837	574
593	838	573
594	839	571
595	840	569
596	841	567
597	842	566
598	842	564
599	843	562
600	844	560
601	845	558
602	846	557
603	847	555
604	847	553
605	850	552
606	851	551
607	852	549
608	853	548
609	854	546
610	855	544
611	856	543
612	857	541
613	858	539
614	859	538
615	860	536
616	861	534
617	862	532
618	862	531
619	864	529
620	865	528
621	866	526
622	867	524
623	868	523
624	868	521
625	869	519
626	870	518
627	871	516
628	872	514
629	873	512
630	874	511
631	875	509
632	875	507
633	876	506
634	877	504
635	878	503
636	880	501
637	881	499
638	881	498
639	882	496
640	883	494
641	884	493
642	885	491
643	886	490
644	887	488
645	888	486
646	889	485
647	889	483
648	890	481
649	891	480
650	892	478
651	895	478
652	897	476
653	899	475
654	900	474
655	901	472
656	902	471
657	903	469
658	904	468
659	905	466
660	906	464
661	907	463
662	908	461
663	909	460
664	910	458
665	911	457
666	912	455
667	913	454
668	914	452
669	915	450
670	916	449
671	916	447
672	917	445
673	918	444
674	919	442
675	920	441
676	920	439
677	921	437
678	925	437
679	926	436
680	927	434
681	929	433
682	930	431
683	931	430
684	932	428
685	933	427
686	935	426
687	936	424
688	939	423
689	940	422
690	942	421
691	943	420
692	946	419
693	947	417
694	948	416
695	950	415
696	951	413
697	955	413
698	957	412
699	959	411
700	960	409
701	961	408
702	963	406
703	967	406
704	970	406
705	972	405
706	976	404
707	978	403
708	980	402
709	982	401
710	985	400
711	987	399
712	989	398
713	991	397
714	993	396
715	994	394
716	996	393
717	1000	392
718	1001	391
719	1005	390
720	1006	389
721	1007	388
722	1009	386
723	1011	385
724	1017	386
725	1019	384
726	1021	383
727	1023	382
728	1024	380
729	1026	379
730	1027	378
731	1031	377
732	1036	377
733	1037	376
734	1039	374
735	1040	373
736	1042	371
737	1043	370
738	1045	369
739	1046	367
740	1047	366
741	1049	364
742	1050	363
743	1051	361
744	1052	360
745	1054	358
746	1055	357
747	1060	357
748	1065	356
749	1068	356
750	1070	354
751	1076	355
752	1078	353
753	1079	352
754	1080	350
755	1083	349
756	1084	348
757	1085	346
758	1086	344
759	1087	343
760	1089	342
761	1090	340
762	1093	339
763	1094	338
764	1095	336
765	1096	334
766	1096	333
767	1097	331
768	1098	329
769	1099	328
770	1100	326
771	1103	325
772	1104	324
773	1105	322
774	1107	321
775	1108	319
776	1109	318
777	1110	316
778	1111	315
779	1112	313
780	1113	312
781	1114	310
782	1115	309
783	1116	307
784	1118	306
785	1120	304
786	1121	303
787	1122	301
788	1123	300
789	1124	298
790	1125	297
791	1126	295
792	1126	294
793	1127	292
794	1128	291
795	1129	289
796	1130	287
797	1132	286
798	1134	285
799	1135	283
800	1136	282
801	1137	280
802	1138	279
803	1139	277
804	1139	276
805	1140	274
806	1141	273
807	1142	271
808	1143	269
809	1144	268
810	1144	266
811	1147	265
812	1149	264
813	1150	262
814	1151	261
815	1152	259
816	1153	258
817	1154	256
818	1155	255
819	1156	253
820	1156	252
821	1157	250
822	1158	249
823	1159	247
824	1160	246
825	1163	245
826	1164	243
827	1166	242
828	1167	240
829	1168	239
830	1169	237
831	1170	236
832	1171	234
833	1172	233
834	1174	232
835	1178	231
836	1179	229
837	1181	228
838	1182	226
839	1182	225
840	1184	223
841	1185	222
842	1186	220
843	1187	219
844	1188	217
845	1192	217
846	1194	215
847	1195	214
848	1197	212
849	1198	211
850	1199	210
851	1200	208
852	1201	207
853	1202	205
854	1203	204
855	1204	202
856	1207	201
857	1208	200
858	1209	198
859	1210	197
860	1211	195
861	1213	194
862	1214	192
863	1215	191
864	1216	189
865	1216	188
866	1217	186
867	1218	185
868	1220	184
869	1222	182
870	1223	181
871	1224	179
872	1226	178
873	1227	176
874	1228	175
875	1229	174
876	1230	172
877	1231	171
878	1232	169
879	1237	168
880	1239	167
881	1240	166
882	1242	164
883	1243	163
884	1244	161
885	1245	160
886	1246	158
887	1247	157
888	1249	155
889	1253	154
890	1255	153
891	1256	152
892	1257	150
893	1259	149
894	1259	147
895	1260	146
896	1261	144
897	1262	143
898	1263	141
899	1267	140
900	1268	139
901	1269	137
902	1270	136
903	1271	134
904	1271	133
905	1272	132
906	1273	130
907	1274	129
908	1275	127
909	1276	126
910	1277	124
911	1278	123
912	1280	122
913	1282	120
914	1283	119
915	1284	117
916	1284	116
917	1285	114
918	1286	113
919	1287	111
920	1288	110
921	1289	109
922	1290	107
923	1290	106
924	1291	104
925	1292	103
926	1294	101
927	1296	100
928	1297	99
929	1298	97
930	1299	96
931	1300	94
932	1301	93
933	1302	92
934	1303	90
935	1304	89
936	1304	87
937	1305	86
938	1306	84
939	1307	83
940	1310	82
941	1312	80
942	1313	79
943	1314	77
944	1315	76
945	1316	75
946	1317	73
947	1319	72
948	1321	71
949	1322	69
950	1326	68
951	1327	66
952	1329	65
953	1330	64
954	1331	62
955	1332	61
956	1333	59
957	1334	58
958	1335	57
959	1336	55
960	1340	54
961	1341	52
962	1342	51
963	1342	50
964	1343	48
965	1344	47
966	1345	45
967	1346	44
968	1347	43
969	1348	41
970	1349	40
971	1350	38
972	1351	37
973	1355	36
974	1356	34
975	1357	33
976	1358	31
977	1359	30
978	1360	29
979	1361	27
980	1362	26
981	1363	24
982	1364	23
983	1365	22
984	1365	20
985	1368	19
986	1369	18
987	1370	16
988	1372	15
989	1373	13
990	1373	12
991	1375	11
992	1375	9
993	1376	8
994	1377	6
995	1378	5
996	1379	4
997	1380	2
998	1381	1
999	1384	0
